"","Species","Quad","Year","totPsize","Gcov","year","NRquad"
"57","Bouteloua curtipendula","e1q2-4",62,220.092894832154,929.571813305701,63,1
"58","Bouteloua curtipendula","e1q2-4",63,114.605636152426,709.906524286261,64,1
"59","Bouteloua curtipendula","e1q2-4",65,692.368467127987,1017.8856146598,66,6
"60","Bouteloua curtipendula","e1q2-4",66,293.128580337152,902.752142779239,67,0
"61","Bouteloua curtipendula","e1q2-4",67,39.4749004650875,531.486462469618,68,0
"62","Bouteloua curtipendula","e1q2-4",68,1531.58204609325,956.665486695544,69,11
"63","Bouteloua curtipendula","e1q2-4",69,284.451442707786,919.228692425924,70,0
"64","Bouteloua curtipendula","e1q2-4",70,381.553097629865,962.369717430572,71,0
"65","Bouteloua curtipendula","e1q2-4",71,413.437318386528,879.792318348958,72,2
"66","Bouteloua curtipendula","e1q2-4",72,1.74146488644474,729.790880864145,73,0
"67","Bouteloua curtipendula","e1q2-5",60,57.7492602858977,676.214526694787,61,1
"68","Bouteloua curtipendula","e1q2-5",61,31.4307781856136,712.140681512789,62,1
"69","Bouteloua curtipendula","e1q2-5",62,39.9725027064964,929.571813305701,63,1
"70","Bouteloua curtipendula","e1q2-5",63,225.76960673269,709.906524286261,64,2
"71","Bouteloua curtipendula","e1q2-5",64,590.971969592641,704.15989481635,65,0
"72","Bouteloua curtipendula","e1q2-5",65,704.164494639598,1017.8856146598,66,0
"73","Bouteloua curtipendula","e1q2-5",66,981.016375429597,902.752142779239,67,0
"74","Bouteloua curtipendula","e1q2-5",67,203.192519119851,531.486462469618,68,0
"75","Bouteloua curtipendula","e1q2-5",68,811.918724654735,956.665486695544,69,5
"76","Bouteloua curtipendula","e1q2-5",69,1213.90580913014,919.228692425924,70,1
"77","Bouteloua curtipendula","e1q2-5",70,1539.31713552429,962.369717430572,71,1
"78","Bouteloua curtipendula","e1q2-5",71,1180.67424708894,879.792318348958,72,0
"79","Bouteloua curtipendula","e1q2-5",72,1309.01862585004,729.790880864145,73,2
"80","Bouteloua curtipendula","e1q2-6",72,501.485507906924,729.790880864145,73,2
"81","Bouteloua curtipendula","e1q2-7",45,106.15696189518,1615.95414000505,46,1
"82","Bouteloua curtipendula","e1q2-7",47,291.637735836749,876.166726274407,48,2
"83","Bouteloua curtipendula","e1q2-7",48,179.278456311002,1225.03468632294,49,2
"84","Bouteloua curtipendula","e1q2-7",49,122.603428953228,432.921526202348,50,0
"85","Bouteloua curtipendula","e1q2-7",50,220.278641720764,473.916901823161,51,1
"86","Bouteloua curtipendula","e1q2-7",51,641.36296972603,718.259165827061,52,5
"87","Bouteloua curtipendula","e1q2-7",52,563.952224125526,572.377513855412,53,1
"88","Bouteloua curtipendula","e1q2-7",53,474.144281732344,573.863821676448,54,2
"89","Bouteloua curtipendula","e1q2-7",54,275.208871700983,694.144746408609,55,0
"90","Bouteloua curtipendula","e1q2-7",55,463.288178054819,690.340638634145,56,0
"91","Bouteloua curtipendula","e1q2-7",56,108.768481575533,359.320647127151,57,0
"92","Bouteloua curtipendula","e1q2-7",57,89.8877613576296,376.131747273041,58,2
"93","Bouteloua curtipendula","e1q2-7",58,737.327443235362,565.150718562817,59,0
"94","Bouteloua curtipendula","e1q2-7",59,1050.13424810093,603.769055744085,60,7
"95","Bouteloua curtipendula","e1q2-7",60,1824.62069301479,676.214526694787,61,2
"96","Bouteloua curtipendula","e1q2-7",61,2122.82471884218,712.140681512789,62,3
"97","Bouteloua curtipendula","e1q2-7",62,2658.89125573104,929.571813305701,63,1
"98","Bouteloua curtipendula","e1q2-7",63,1963.9299166604,709.906524286261,64,2
"99","Bouteloua curtipendula","e1q2-7",64,2035.23029563667,704.15989481635,65,4
"100","Bouteloua curtipendula","e1q2-7",65,4975.09740643671,1017.8856146598,66,5
"101","Bouteloua curtipendula","e1q2-7",66,5485.89243409646,902.752142779239,67,1
"102","Bouteloua curtipendula","e1q2-7",67,2330.74673040032,531.486462469618,68,1
"103","Bouteloua curtipendula","e1q2-7",68,3944.56509246066,956.665486695544,69,1
"104","Bouteloua curtipendula","e1q2-7",71,1430.25126365414,879.792318348958,72,0
"105","Bouteloua curtipendula","e1q2-7",72,5038.3504764618,729.790880864145,73,3
"106","Bouteloua curtipendula","e1q3-1",35,38.2371463688871,890.871385505286,36,1
"107","Bouteloua curtipendula","e1q3-1",65,71.2233884820438,1017.8856146598,66,1
"108","Bouteloua curtipendula","e1q3-1",66,1.34380736476749,902.752142779239,67,0
"109","Bouteloua curtipendula","e1q3-1",68,134.082029076717,956.665486695544,69,2
"110","Bouteloua curtipendula","e1q3-1",69,76.3599879999673,919.228692425924,70,0
"111","Bouteloua curtipendula","e1q3-1",70,205.518794536007,962.369717430572,71,2
"112","Bouteloua curtipendula","e1q3-1",71,265.922273166413,879.792318348958,72,0
"113","Bouteloua curtipendula","e1q3-1",72,93.0008479362741,729.790880864145,73,0
"114","Bouteloua curtipendula","e1q3-2",34,128.069583334344,1842.51238023898,35,1
"115","Bouteloua curtipendula","e1q3-2",35,225.394626751581,890.871385505286,36,0
"116","Bouteloua curtipendula","e1q3-2",36,189.741504210288,537.922887977719,37,0
"117","Bouteloua curtipendula","e1q3-2",38,131.815254564242,1140.96139394001,39,0
"118","Bouteloua curtipendula","e1q3-2",39,63.2887838944572,1224.37247967865,40,0
"119","Bouteloua curtipendula","e1q3-2",51,13.3942530346607,718.259165827061,52,2
"120","Bouteloua curtipendula","e1q3-2",54,44.0060016537633,694.144746408609,55,1
"121","Bouteloua curtipendula","e1q3-2",55,34.5081737477175,690.340638634145,56,0
"122","Bouteloua curtipendula","e1q3-2",63,45.6212640037774,709.906524286261,64,3
"123","Bouteloua curtipendula","e1q3-2",64,378.355123888816,704.15989481635,65,1
"124","Bouteloua curtipendula","e1q3-2",65,625.254359543051,1017.8856146598,66,1
"125","Bouteloua curtipendula","e1q3-2",66,624.298196541169,902.752142779239,67,4
"126","Bouteloua curtipendula","e1q3-2",67,384.425544200722,531.486462469618,68,0
"127","Bouteloua curtipendula","e1q3-2",68,839.207700880564,956.665486695544,69,0
"128","Bouteloua curtipendula","e1q3-2",69,1509.08150764832,919.228692425924,70,3
"129","Bouteloua curtipendula","e1q3-2",71,417.427497249788,879.792318348958,72,0
"130","Bouteloua curtipendula","e1q3-2",72,79.5943731748985,729.790880864145,73,1
"131","Bouteloua curtipendula","e1q3-3",34,1630.96059603723,1842.51238023898,35,1
"132","Bouteloua curtipendula","e1q3-3",35,1737.84438246866,890.871385505286,36,0
"133","Bouteloua curtipendula","e1q3-3",36,653.384657427866,537.922887977719,37,36
"134","Bouteloua curtipendula","e1q3-3",37,264.440520238534,921.530825074739,38,0
"135","Bouteloua curtipendula","e1q3-3",38,356.416579668506,1140.96139394001,39,0
"136","Bouteloua curtipendula","e1q3-3",39,398.990008850249,1224.37247967865,40,0
"137","Bouteloua curtipendula","e1q3-3",59,12.4170295517645,603.769055744085,60,3
"138","Bouteloua curtipendula","e1q3-3",61,115.031010543102,712.140681512789,62,3
"139","Bouteloua curtipendula","e1q3-3",62,140.65493566959,929.571813305701,63,4
"140","Bouteloua curtipendula","e1q3-3",63,413.071128653241,709.906524286261,64,2
"141","Bouteloua curtipendula","e1q3-3",64,861.765132169679,704.15989481635,65,1
"142","Bouteloua curtipendula","e1q3-3",65,1728.86868762936,1017.8856146598,66,0
"143","Bouteloua curtipendula","e1q3-3",66,1162.16332677484,902.752142779239,67,2
"144","Bouteloua curtipendula","e1q3-3",67,771.879287363354,531.486462469618,68,0
"145","Bouteloua curtipendula","e1q3-3",68,1824.68997379052,956.665486695544,69,3
"146","Bouteloua curtipendula","e1q3-3",69,2153.51193294269,919.228692425924,70,0
"147","Bouteloua curtipendula","e1q3-3",70,2273.16825415887,962.369717430572,71,0
"148","Bouteloua curtipendula","e1q3-3",71,2766.35457090742,879.792318348958,72,0
"149","Bouteloua curtipendula","e1q3-3",72,1150.8999843546,729.790880864145,73,1
"150","Bouteloua curtipendula","e1q3a-1",41,4.37044331641897,1057.32174268367,42,1
"151","Bouteloua curtipendula","e1q3a-1",59,28.0655603282998,603.769055744085,60,1
"152","Bouteloua curtipendula","e1q3a-1",60,67.0606128211506,676.214526694787,61,1
"153","Bouteloua curtipendula","e1q3a-1",61,49.1025001408906,712.140681512789,62,0
"154","Bouteloua curtipendula","e1q3a-1",62,145.534035739832,929.571813305701,63,0
"155","Bouteloua curtipendula","e1q3a-1",63,483.266758042888,709.906524286261,64,0
"156","Bouteloua curtipendula","e1q3a-1",64,484.272504954553,704.15989481635,65,0
"157","Bouteloua curtipendula","e1q3a-1",65,383.047504335068,1017.8856146598,66,0
"158","Bouteloua curtipendula","e1q3a-1",66,812.065000634914,902.752142779239,67,0
"159","Bouteloua curtipendula","e1q3a-1",67,1018.5700015899,531.486462469618,68,1
"160","Bouteloua curtipendula","e1q3a-1",68,866.7449930772,956.665486695544,69,0
"161","Bouteloua curtipendula","e1q3a-1",70,1396.95250056898,962.369717430572,71,0
"162","Bouteloua curtipendula","e1q3a-1",71,513.489989569966,879.792318348958,72,0
"163","Bouteloua curtipendula","e1q3a-1",72,879.362500928829,729.790880864145,73,1
"164","Bouteloua curtipendula","e1q3a-2",34,94.7344012989334,1842.51238023898,35,2
"165","Bouteloua curtipendula","e1q3a-2",35,214.107205397516,890.871385505286,36,0
"166","Bouteloua curtipendula","e1q3a-2",37,167.628162277516,921.530825074739,38,0
"167","Bouteloua curtipendula","e1q3a-2",38,129.634356090698,1140.96139394001,39,0
"168","Bouteloua curtipendula","e1q3a-2",39,308.501039647316,1224.37247967865,40,0
"169","Bouteloua curtipendula","e1q3a-2",40,48.5725956302409,529.735645388724,41,0
"170","Bouteloua curtipendula","e1q3a-2",41,240.509525044739,1057.32174268367,42,0
"171","Bouteloua curtipendula","e1q3a-2",42,490.3211261208,1641.37435344769,43,0
"172","Bouteloua curtipendula","e1q3a-2",43,623.455587921911,1771.19696471907,44,0
"173","Bouteloua curtipendula","e1q3a-2",44,530.071953397773,2252.19386078866,45,0
"174","Bouteloua curtipendula","e1q3a-2",45,449.044288138743,1615.95414000505,46,1
"175","Bouteloua curtipendula","e1q3a-2",46,518.336598798995,1612.97717480189,47,0
"176","Bouteloua curtipendula","e1q3a-2",47,521.786792079425,876.166726274407,48,0
"177","Bouteloua curtipendula","e1q3a-2",48,813.900240848612,1225.03468632294,49,1
"178","Bouteloua curtipendula","e1q3a-2",49,418.216774253528,432.921526202348,50,1
"179","Bouteloua curtipendula","e1q3a-2",50,495.27795334806,473.916901823161,51,1
"180","Bouteloua curtipendula","e1q3a-2",51,149.699617986187,718.259165827061,52,5
"181","Bouteloua curtipendula","e1q3a-2",53,343.331187644793,573.863821676448,54,5
"182","Bouteloua curtipendula","e1q3a-2",54,648.143262191698,694.144746408609,55,0
"183","Bouteloua curtipendula","e1q3a-2",55,928.267496110303,690.340638634145,56,2
"184","Bouteloua curtipendula","e1q3a-2",56,495.832491725083,359.320647127151,57,0
"185","Bouteloua curtipendula","e1q3a-2",57,537.299990689973,376.131747273041,58,1
"186","Bouteloua curtipendula","e1q3a-2",58,349.754999190004,565.150718562817,59,3
"187","Bouteloua curtipendula","e1q3a-2",59,1200.78856794262,603.769055744085,60,0
"188","Bouteloua curtipendula","e1q3a-2",60,1447.22059562815,676.214526694787,61,1
"189","Bouteloua curtipendula","e1q3a-2",61,1544.01499269938,712.140681512789,62,1
"190","Bouteloua curtipendula","e1q3a-2",62,708.074991750067,929.571813305701,63,0
"191","Bouteloua curtipendula","e1q3a-2",63,1328.18631637109,709.906524286261,64,3
"192","Bouteloua curtipendula","e1q3a-2",65,3820.04300519955,1017.8856146598,66,0
"193","Bouteloua curtipendula","e1q3a-2",66,4314.82607307455,902.752142779239,67,0
"194","Bouteloua curtipendula","e1q3a-2",67,571.383340724918,531.486462469618,68,0
"195","Bouteloua curtipendula","e1q3a-2",68,1058.64510181794,956.665486695544,69,1
"196","Bouteloua curtipendula","e1q3a-2",70,1852.86472783737,962.369717430572,71,0
"197","Bouteloua curtipendula","e1q3a-2",71,2301.13147352613,879.792318348958,72,4
"198","Bouteloua curtipendula","e1q3a-2",72,1828.27774421406,729.790880864145,73,4
"199","Bouteloua curtipendula","e1q3a-3",34,57.8620812737685,1842.51238023898,35,2
"200","Bouteloua curtipendula","e1q3a-3",35,534.019998190251,890.871385505286,36,2
"201","Bouteloua curtipendula","e1q3a-3",36,149.945367229675,537.922887977719,37,0
"202","Bouteloua curtipendula","e1q3a-3",37,264.610832820256,921.530825074739,38,0
"203","Bouteloua curtipendula","e1q3a-3",38,344.853524399362,1140.96139394001,39,0
"204","Bouteloua curtipendula","e1q3a-3",39,560.027664716201,1224.37247967865,40,2
"205","Bouteloua curtipendula","e1q3a-3",40,21.2477833139846,529.735645388724,41,0
"206","Bouteloua curtipendula","e1q3a-3",41,153.876490916682,1057.32174268367,42,2
"207","Bouteloua curtipendula","e1q3a-3",42,850.2052119334,1641.37435344769,43,0
"208","Bouteloua curtipendula","e1q3a-3",43,792.611259230465,1771.19696471907,44,0
"209","Bouteloua curtipendula","e1q3a-3",44,1002.62155958302,2252.19386078866,45,0
"210","Bouteloua curtipendula","e1q3a-3",45,974.648938780277,1615.95414000505,46,0
"211","Bouteloua curtipendula","e1q3a-3",46,839.551026202441,1612.97717480189,47,0
"212","Bouteloua curtipendula","e1q3a-3",47,1139.88716306878,876.166726274407,48,1
"213","Bouteloua curtipendula","e1q3a-3",48,466.418885805745,1225.03468632294,49,0
"214","Bouteloua curtipendula","e1q3a-3",49,1202.72632335709,432.921526202348,50,2
"215","Bouteloua curtipendula","e1q3a-3",50,380.617302401475,473.916901823161,51,3
"216","Bouteloua curtipendula","e1q3a-3",51,3790.93619702551,718.259165827061,52,1
"217","Bouteloua curtipendula","e1q3a-3",52,2785.4300815983,572.377513855412,53,0
"218","Bouteloua curtipendula","e1q3a-3",53,1327.08143255823,573.863821676448,54,1
"219","Bouteloua curtipendula","e1q3a-3",54,942.357841795647,694.144746408609,55,1
"220","Bouteloua curtipendula","e1q3a-3",55,1547.34888317781,690.340638634145,56,0
"221","Bouteloua curtipendula","e1q3a-3",56,602.446086763478,359.320647127151,57,0
"222","Bouteloua curtipendula","e1q3a-3",57,690.984752929327,376.131747273041,58,7
"223","Bouteloua curtipendula","e1q3a-3",58,2031.4275549185,565.150718562817,59,3
"224","Bouteloua curtipendula","e1q3a-3",59,2494.56570709406,603.769055744085,60,2
"225","Bouteloua curtipendula","e1q3a-3",60,2547.6982462949,676.214526694787,61,1
"226","Bouteloua curtipendula","e1q3a-3",61,3023.37039594188,712.140681512789,62,1
"227","Bouteloua curtipendula","e1q3a-3",62,5610.66157278319,929.571813305701,63,1
"228","Bouteloua curtipendula","e1q3a-3",63,3993.43693891729,709.906524286261,64,0
"229","Bouteloua curtipendula","e1q3a-3",64,3342.32409017056,704.15989481635,65,1
"230","Bouteloua curtipendula","e1q3a-3",65,4452.58825233,1017.8856146598,66,0
"231","Bouteloua curtipendula","e1q3a-3",66,1946.86903427214,902.752142779239,67,1
"232","Bouteloua curtipendula","e1q3a-3",67,1858.60388362558,531.486462469618,68,3
"233","Bouteloua curtipendula","e1q3a-3",68,2511.7457548001,956.665486695544,69,4
"234","Bouteloua curtipendula","e1q3a-3",71,2865.06180549783,879.792318348958,72,0
"235","Bouteloua curtipendula","e1q3a-3",72,3062.39187227312,729.790880864145,73,1
"236","Bouteloua curtipendula","e1q4-1",34,143.725220570715,1842.51238023898,35,6
"237","Bouteloua curtipendula","e1q4-1",35,95.6811675750715,890.871385505286,36,14
"238","Bouteloua curtipendula","e1q4-1",36,418.920039480341,537.922887977719,37,12
"239","Bouteloua curtipendula","e1q4-1",37,1043.27124950696,921.530825074739,38,0
"240","Bouteloua curtipendula","e1q4-1",38,1174.47990697714,1140.96139394001,39,0
"241","Bouteloua curtipendula","e1q4-1",39,999.07539438579,1224.37247967865,40,1
"242","Bouteloua curtipendula","e1q4-1",40,597.269119756899,529.735645388724,41,0
"243","Bouteloua curtipendula","e1q4-1",41,2001.96892739558,1057.32174268367,42,5
"244","Bouteloua curtipendula","e1q4-1",42,2315.33820529243,1641.37435344769,43,0
"245","Bouteloua curtipendula","e1q4-1",43,2729.8996443973,1771.19696471907,44,5
"246","Bouteloua curtipendula","e1q4-1",44,3153.39489163182,2252.19386078866,45,1
"247","Bouteloua curtipendula","e1q4-1",45,1813.43123182706,1615.95414000505,46,0
"248","Bouteloua curtipendula","e1q4-1",46,1731.74433307768,1612.97717480189,47,2
"249","Bouteloua curtipendula","e1q4-1",47,1493.18403735278,876.166726274407,48,6
"250","Bouteloua curtipendula","e1q4-1",48,1830.73572708869,1225.03468632294,49,9
"251","Bouteloua curtipendula","e1q4-1",49,590.900440058049,432.921526202348,50,1
"252","Bouteloua curtipendula","e1q4-1",50,846.534141427072,473.916901823161,51,0
"253","Bouteloua curtipendula","e1q4-1",51,1174.39289567551,718.259165827061,52,19
"254","Bouteloua curtipendula","e1q4-1",52,608.5400518509,572.377513855412,53,1
"255","Bouteloua curtipendula","e1q4-1",53,999.173629555088,573.863821676448,54,3
"256","Bouteloua curtipendula","e1q4-1",54,1060.40371052883,694.144746408609,55,10
"257","Bouteloua curtipendula","e1q4-1",55,601.445305807898,690.340638634145,56,5
"258","Bouteloua curtipendula","e1q4-1",56,170.871020050323,359.320647127151,57,3
"259","Bouteloua curtipendula","e1q4-1",57,619.795246577767,376.131747273041,58,6
"260","Bouteloua curtipendula","e1q4-1",58,479.544775650091,565.150718562817,59,13
"261","Bouteloua curtipendula","e1q4-1",59,878.580552159107,603.769055744085,60,2
"262","Bouteloua curtipendula","e1q4-1",60,180.89491836766,676.214526694787,61,4
"263","Bouteloua curtipendula","e1q4-1",61,512.024644317971,712.140681512789,62,4
"264","Bouteloua curtipendula","e1q4-1",62,848.593947657734,929.571813305701,63,12
"265","Bouteloua curtipendula","e1q4-1",63,75.6083308232549,709.906524286261,64,2
"266","Bouteloua curtipendula","e1q4-1",64,100.314985173158,704.15989481635,65,17
"267","Bouteloua curtipendula","e1q4-1",65,893.468638065226,1017.8856146598,66,16
"268","Bouteloua curtipendula","e1q4-1",66,265.258633313525,902.752142779239,67,2
"269","Bouteloua curtipendula","e1q4-1",67,320.412653044457,531.486462469618,68,0
"270","Bouteloua curtipendula","e1q4-1",68,332.660542305186,956.665486695544,69,3
"271","Bouteloua curtipendula","e1q4-1",70,243.40650779381,962.369717430572,71,0
"272","Bouteloua curtipendula","e1q4-1",72,158.555482652084,729.790880864145,73,0
"273","Bouteloua curtipendula","e1q4-2",34,120.128542879368,1842.51238023898,35,5
"274","Bouteloua curtipendula","e1q4-2",35,28.0414529861539,890.871385505286,36,0
"275","Bouteloua curtipendula","e1q4-2",36,158.709807466141,537.922887977719,37,6
"276","Bouteloua curtipendula","e1q4-2",37,435.525860971445,921.530825074739,38,0
"277","Bouteloua curtipendula","e1q4-2",38,710.175250532519,1140.96139394001,39,1
"278","Bouteloua curtipendula","e1q4-2",39,1008.32404285865,1224.37247967865,40,2
"279","Bouteloua curtipendula","e1q4-2",40,713.628550538229,529.735645388724,41,0
"280","Bouteloua curtipendula","e1q4-2",41,1676.78659670093,1057.32174268367,42,6
"281","Bouteloua curtipendula","e1q4-2",42,2090.82106858157,1641.37435344769,43,4
"282","Bouteloua curtipendula","e1q4-2",43,1802.66779513365,1771.19696471907,44,1
"283","Bouteloua curtipendula","e1q4-2",44,3105.8999276346,2252.19386078866,45,4
"284","Bouteloua curtipendula","e1q4-2",45,1601.60063399889,1615.95414000505,46,0
"285","Bouteloua curtipendula","e1q4-2",46,1430.09285491724,1612.97717480189,47,2
"286","Bouteloua curtipendula","e1q4-2",47,544.646821093832,876.166726274407,48,0
"287","Bouteloua curtipendula","e1q4-2",48,821.272012564716,1225.03468632294,49,19
"288","Bouteloua curtipendula","e1q4-2",49,201.659472851088,432.921526202348,50,0
"289","Bouteloua curtipendula","e1q4-2",50,300.670960960649,473.916901823161,51,6
"290","Bouteloua curtipendula","e1q4-2",51,274.008632533432,718.259165827061,52,20
"291","Bouteloua curtipendula","e1q4-2",52,41.0925560796634,572.377513855412,53,0
"292","Bouteloua curtipendula","e1q4-2",53,94.4299746840989,573.863821676448,54,0
"293","Bouteloua curtipendula","e1q4-2",54,116.087338393645,694.144746408609,55,12
"294","Bouteloua curtipendula","e1q4-2",55,69.0999877284322,690.340638634145,56,1
"295","Bouteloua curtipendula","e1q4-2",56,22.8178537197877,359.320647127151,57,1
"296","Bouteloua curtipendula","e1q4-2",57,42.491948397221,376.131747273041,58,1
"297","Bouteloua curtipendula","e1q4-2",58,36.7462684573531,565.150718562817,59,2
"298","Bouteloua curtipendula","e1q4-2",59,35.3045897547011,603.769055744085,60,2
"299","Bouteloua curtipendula","e1q4-2",60,10.4843037354211,676.214526694787,61,1
"300","Bouteloua curtipendula","e1q4-2",61,20.9746578703364,712.140681512789,62,0
"301","Bouteloua curtipendula","e1q4-2",64,9.112381644086,704.15989481635,65,0
"302","Bouteloua curtipendula","e1q4-2",65,19.7723416551662,1017.8856146598,66,0
"303","Bouteloua curtipendula","e1q4-2",66,5.33359070030811,902.752142779239,67,2
"304","Bouteloua curtipendula","e1q4-2",67,19.7865521845554,531.486462469618,68,0
"305","Bouteloua curtipendula","e1q4-2",68,22.1591681450697,956.665486695544,69,1
"306","Bouteloua curtipendula","e1q4-2",72,7.97708844236133,729.790880864145,73,5
"307","Bouteloua curtipendula","e1q4a-1",34,267.416647824612,1842.51238023898,35,12
"308","Bouteloua curtipendula","e1q4a-1",35,88.7339127981904,890.871385505286,36,0
"309","Bouteloua curtipendula","e1q4a-1",36,443.752753499911,537.922887977719,37,14
"310","Bouteloua curtipendula","e1q4a-1",37,700.661399265123,921.530825074739,38,1
"311","Bouteloua curtipendula","e1q4a-1",38,933.581018340225,1140.96139394001,39,0
"312","Bouteloua curtipendula","e1q4a-1",39,1355.63497062737,1224.37247967865,40,2
"313","Bouteloua curtipendula","e1q4a-1",40,999.580534838728,529.735645388724,41,0
"314","Bouteloua curtipendula","e1q4a-1",41,2095.08222075474,1057.32174268367,42,3
"315","Bouteloua curtipendula","e1q4a-1",42,2656.91947529492,1641.37435344769,43,0
"316","Bouteloua curtipendula","e1q4a-1",43,2412.63076747288,1771.19696471907,44,7
"317","Bouteloua curtipendula","e1q4a-1",44,3195.03439944196,2252.19386078866,45,6
"318","Bouteloua curtipendula","e1q4a-1",45,1734.8706089224,1615.95414000505,46,0
"319","Bouteloua curtipendula","e1q4a-1",46,1288.12648071938,1612.97717480189,47,3
"320","Bouteloua curtipendula","e1q4a-1",47,339.513670172074,876.166726274407,48,0
"321","Bouteloua curtipendula","e1q4a-1",48,467.890488025552,1225.03468632294,49,8
"322","Bouteloua curtipendula","e1q4a-1",49,154.115437637159,432.921526202348,50,0
"323","Bouteloua curtipendula","e1q4a-1",50,157.881127190823,473.916901823161,51,9
