"","Quad","Year","trackID","basalArea_genet","logsize_t0","logsize_t1","survives_tplus1","size_tplus1"
"105","e1q2-3",62,"BOUCUR_57_1",441.773060543384,6.09079631253878,5.49043950013014,1,242.36370233257
"106","e1q2-3",63,"BOUCUR_57_1",242.36370233257,5.49043950013014,6.77623081891976,1,876.757829324319
"107","e1q2-3",64,"BOUCUR_57_1",876.757829324319,6.77623081891976,6.47621821624647,1,649.509989475029
"108","e1q2-3",65,"BOUCUR_57_1",649.509989475029,6.47621821624647,6.91963633875084,1,1011.95191991245
"109","e1q2-3",66,"BOUCUR_57_1",1011.95191991245,6.91963633875084,5.94491931251539,1,381.808552883024
"110","e1q2-3",67,"BOUCUR_57_1",381.808552883024,5.94491931251539,5.71109686247756,1,302.202360988704
"111","e1q2-3",68,"BOUCUR_57_1",302.202360988704,5.71109686247756,NA,0,NA
"112","e1q2-3",59,"BOUCUR_59_1",0.706247432529499,-0.347789631884556,NA,0,NA
"113","e1q2-3",59,"BOUCUR_59_2",57.396725052313,4.04998724686008,3.29769548720951,1,27.0502294368285
"114","e1q2-3",60,"BOUCUR_59_2",27.0502294368285,3.29769548720951,NA,0,NA
"115","e1q2-3",59,"BOUCUR_59_3",62.3137761560566,4.13218252744906,3.42665054783193,1,30.7733959183637
"116","e1q2-3",60,"BOUCUR_59_3",30.7733959183637,3.42665054783193,NA,0,NA
"117","e1q2-3",59,"BOUCUR_59_4",0.706242530212496,-0.347796573267691,1.56162294733814,1,4.76655083207
"118","e1q2-3",60,"BOUCUR_59_4",4.76655083207,1.56162294733814,3.45745497844003,1,31.736104577528
"119","e1q2-3",61,"BOUCUR_59_4",31.736104577528,3.45745497844003,NA,0,NA
"120","e1q2-3",61,"BOUCUR_61_1",21.8424008153258,3.08385307227678,NA,0,NA
"121","e1q2-3",62,"BOUCUR_62_1",3.71096813418749,1.31129279518832,NA,0,NA
"122","e1q2-3",62,"BOUCUR_62_2",2.2542002531925,0.81279525514617,NA,0,NA
"123","e1q2-3",62,"BOUCUR_62_3",211.358698660198,5.35355668377265,4.85626118805432,1,128.542705552685
"124","e1q2-3",63,"BOUCUR_62_3",128.542705552685,4.85626118805432,NA,0,NA
"125","e1q2-3",64,"BOUCUR_64_1",45.5155047388758,3.81805303140199,NA,0,NA
"126","e1q2-3",64,"BOUCUR_64_2",107.159714153239,4.67432037719654,NA,0,NA
"127","e1q2-3",67,"BOUCUR_67_1",2.82503659613374,1.03852131889812,NA,0,NA
"128","e1q2-3",68,"BOUCUR_68_1",17.3583945087694,2.85407622274172,NA,0,NA
"129","e1q2-3",68,"BOUCUR_68_2",51.123850601517,3.93425113198832,NA,0,NA
"130","e1q2-3",69,"BOUCUR_69_1",83.9133595917644,4.42978483311843,3.61677946083281,1,37.2175141450248
"131","e1q2-3",70,"BOUCUR_69_1",37.2175141450248,3.61677946083281,5.67236045029109,1,290.719955125404
"132","e1q2-3",71,"BOUCUR_69_1",290.719955125404,5.67236045029109,5.52417496286347,1,250.679432838895
"134","e1q2-3",70,"BOUCUR_70_1",13.0375808209395,2.56783601942097,NA,0,NA
"135","e1q2-3",70,"BOUCUR_70_2",8.2256166904395,2.10725327140179,4.71816842040743,1,111.962995614984
"137","e1q2-3",70,"BOUCUR_70_3",5.59520794565551,1.72191050741024,NA,0,NA
"142","e1q2-4",55,"BOUCUR_55_1",2.44702083084909,0.894871297235535,3.06417126891853,1,21.4167059408283
"143","e1q2-4",56,"BOUCUR_55_1",21.4167059408283,3.06417126891853,3.85774473518978,1,47.3584250511083
"144","e1q2-4",57,"BOUCUR_55_1",47.3584250511083,3.85774473518978,4.8382130977535,1,126.243565150746
"145","e1q2-4",58,"BOUCUR_55_1",126.243565150746,4.8382130977535,5.26520098321416,1,193.485192155651
"146","e1q2-4",59,"BOUCUR_55_1",193.485192155651,5.26520098321416,5.78309539038413,1,324.762904143525
"147","e1q2-4",60,"BOUCUR_55_1",324.762904143525,5.78309539038413,5.64298629947146,1,282.304506733024
"148","e1q2-4",61,"BOUCUR_55_1",282.304506733024,5.64298629947146,5.02252020344825,1,151.793372326972
"149","e1q2-4",62,"BOUCUR_55_1",151.793372326972,5.02252020344825,NA,0,NA
"150","e1q2-4",57,"BOUCUR_57_1",33.5103178689701,3.51185338749862,NA,0,NA
"151","e1q2-4",59,"BOUCUR_59_1",53.0854001741161,3.97190194080231,4.65826337418236,1,105.452791009246
"152","e1q2-4",61,"BOUCUR_59_1",105.452791009246,4.65826337418236,NA,0,NA
"153","e1q2-4",60,"BOUCUR_60_1",4.32327422021039,1.46401303652368,4.55247563622674,1,94.8669739629805
"154","e1q2-4",61,"BOUCUR_60_1",94.8669739629805,4.55247563622674,4.13750412827897,1,62.6462691116906
"155","e1q2-4",62,"BOUCUR_60_1",62.6462691116906,4.13750412827897,4.7163954707537,1,111.764666726197
"156","e1q2-4",63,"BOUCUR_60_1",111.764666726197,4.7163954707537,5.97010787844456,1,391.547908050893
"157","e1q2-4",65,"BOUCUR_60_1",391.547908050893,5.97010787844456,5.06640219443883,1,158.602678021369
"158","e1q2-4",66,"BOUCUR_60_1",158.602678021369,5.06640219443883,3.67566503867146,1,39.4749004650875
"159","e1q2-4",67,"BOUCUR_60_1",39.4749004650875,3.67566503867146,NA,0,NA
"160","e1q2-4",62,"BOUCUR_62_1",5.65325339349149,1.73223120129346,NA,0,NA
"161","e1q2-4",63,"BOUCUR_63_1",2.8409694262285,1.04414534119095,NA,0,NA
"162","e1q2-4",65,"BOUCUR_65_1",2.68374673550649,0.987213853817563,NA,0,NA
"163","e1q2-4",65,"BOUCUR_65_2",54.4171172252145,3.9966787592437,NA,0,NA
"164","e1q2-4",65,"BOUCUR_65_3",68.2795768806475,4.22361070107997,NA,0,NA
"165","e1q2-4",65,"BOUCUR_65_4",4.9947114732231,1.60837964731367,NA,0,NA
"166","e1q2-4",65,"BOUCUR_65_5",130.350233224636,4.87022492959644,3.68387366788035,1,39.8002688733885
"167","e1q2-4",66,"BOUCUR_65_5",39.8002688733885,3.68387366788035,3.42470095571131,1,30.713458793614
"168","e1q2-4",68,"BOUCUR_65_5",30.713458793614,3.42470095571131,NA,0,NA
"169","e1q2-4",65,"BOUCUR_65_6",40.0951735378667,3.6912559664169,4.55098464405459,1,94.7256334423948
"170","e1q2-4",66,"BOUCUR_65_6",94.7256334423948,4.55098464405459,4.55999488308311,1,95.5829907385951
"171","e1q2-4",68,"BOUCUR_65_6",95.5829907385951,4.55999488308311,4.21481457940567,1,67.6816151420812
"172","e1q2-4",69,"BOUCUR_65_6",67.6816151420812,4.21481457940567,5.67276010679113,1,290.836166465922
"173","e1q2-4",70,"BOUCUR_65_6",290.836166465922,5.67276010679113,0.554726647798217,1,1.74146488644474
"175","e1q2-4",68,"BOUCUR_68_1",117.152850692634,4.763479498355,NA,0,NA
"176","e1q2-4",68,"BOUCUR_68_10",40.5075620908819,3.70148867497618,NA,0,NA
"177","e1q2-4",68,"BOUCUR_68_11",10.8352993590195,2.38280926349631,NA,0,NA
"178","e1q2-4",68,"BOUCUR_68_2",97.0766810802352,4.57550119280217,NA,0,NA
"179","e1q2-4",68,"BOUCUR_68_3",115.71743109824,4.75115128057221,NA,0,NA
"180","e1q2-4",68,"BOUCUR_68_4",299.157107621356,5.70096887894325,NA,0,NA
"181","e1q2-4",68,"BOUCUR_68_5",213.459587899406,5.3634475309087,NA,0,NA
"182","e1q2-4",68,"BOUCUR_68_6",69.4698618171065,4.24089301560113,NA,0,NA
"183","e1q2-4",68,"BOUCUR_68_7",65.8173126485824,4.18688291388469,NA,0,NA
"184","e1q2-4",68,"BOUCUR_68_8",143.498211945968,4.9663225748152,5.3788360881353,1,216.769827565705
"185","e1q2-4",69,"BOUCUR_68_8",216.769827565705,5.3788360881353,4.50774401184933,1,90.7169311639434
"186","e1q2-4",70,"BOUCUR_68_8",90.7169311639434,4.50774401184933,4.93099953723108,1,138.517896963333
"188","e1q2-4",68,"BOUCUR_68_9",232.593690307608,5.44929311292216,NA,0,NA
"191","e1q2-5",60,"BOUCUR_60_1",57.7492602858977,4.05611054041766,-0.371795871170851,1,0.689494973961801
"192","e1q2-5",61,"BOUCUR_60_1",0.689494973961801,-0.371795871170851,2.98618701416824,1,19.8100030399989
"193","e1q2-5",62,"BOUCUR_60_1",19.8100030399989,2.98618701416824,NA,0,NA
"194","e1q2-5",61,"BOUCUR_61_1",30.7412832116518,3.42560648127471,2.87370586062443,1,17.7024997889975
"195","e1q2-5",62,"BOUCUR_61_1",17.7024997889975,2.87370586062443,5.35018086302318,1,210.64639256499
"196","e1q2-5",63,"BOUCUR_61_1",210.64639256499,5.35018086302318,6.38176858750406,1,590.971969592641
"197","e1q2-5",64,"BOUCUR_61_1",590.971969592641,6.38176858750406,6.55701198602298,1,704.164494639598
"198","e1q2-5",65,"BOUCUR_61_1",704.164494639598,6.55701198602298,6.88858915201483,1,981.016375429597
"199","e1q2-5",66,"BOUCUR_61_1",981.016375429597,6.88858915201483,5.31415389967156,1,203.192519119851
"200","e1q2-5",67,"BOUCUR_61_1",203.192519119851,5.31415389967156,6.34760855396158,1,571.125259335439
"201","e1q2-5",68,"BOUCUR_61_1",571.125259335439,6.34760855396158,7.07542570006455,1,1182.54680391967
"202","e1q2-5",69,"BOUCUR_61_1",1182.54680391967,7.07542570006455,7.32330057682178,1,1515.19674897517
"203","e1q2-5",70,"BOUCUR_61_1",1515.19674897517,7.32330057682178,6.96363326378656,1,1057.46864862067
"204","e1q2-5",71,"BOUCUR_61_1",1057.46864862067,6.96363326378656,7.09816784149523,1,1209.74859163624
"206","e1q2-5",62,"BOUCUR_62_1",2.45999987749999,0.900161300147518,1.81328675368623,1,6.1305640088597
"207","e1q2-5",63,"BOUCUR_62_1",6.1305640088597,1.81328675368623,NA,0,NA
"208","e1q2-5",63,"BOUCUR_63_1",3.1056343345685,1.13321798906717,NA,0,NA
"209","e1q2-5",63,"BOUCUR_63_2",5.88701582427184,1.7727492180452,NA,0,NA
"210","e1q2-5",68,"BOUCUR_68_1",26.4117705827655,3.27380976619607,NA,0,NA
"211","e1q2-5",68,"BOUCUR_68_2",187.529751754534,5.23393750884694,NA,0,NA
"212","e1q2-5",68,"BOUCUR_68_3",5.61160365906001,1.72483653591516,NA,0,NA
"213","e1q2-5",68,"BOUCUR_68_4",12.919200823639,2.55871464068581,NA,0,NA
"214","e1q2-5",68,"BOUCUR_68_5",8.321138499298,2.11879908432947,NA,0,NA
"215","e1q2-5",69,"BOUCUR_69_1",31.3590052104671,3.44550147337406,NA,0,NA
"216","e1q2-5",70,"BOUCUR_70_1",24.1203865491215,3.18305739781355,4.81385449217952,1,123.205598468268
"217","e1q2-5",71,"BOUCUR_70_1",123.205598468268,4.81385449217952,4.31589996633761,1,74.8809834929791
"223","e1q2-7",45,"BOUCUR_45_1",106.15696189518,4.66491877144545,4.80617473256588,1,122.26303305946
"224","e1q2-7",47,"BOUCUR_45_1",122.26303305946,4.80617473256588,4.68313630805911,1,108.108603309384
"225","e1q2-7",48,"BOUCUR_45_1",108.108603309384,4.68313630805911,4.80895499173439,1,122.603428953228
"226","e1q2-7",49,"BOUCUR_45_1",122.603428953228,4.80895499173439,5.16688460222479,1,175.367645593514
"227","e1q2-7",50,"BOUCUR_45_1",175.367645593514,5.16688460222479,6.25908457821333,1,522.740193252112
"228","e1q2-7",51,"BOUCUR_45_1",522.740193252112,6.25908457821333,6.16718857031053,1,476.843607527942
"229","e1q2-7",52,"BOUCUR_45_1",476.843607527942,6.16718857031053,5.83585154501363,1,342.356141624617
"230","e1q2-7",53,"BOUCUR_45_1",342.356141624617,5.83585154501363,5.55915269378953,1,259.602780060797
"231","e1q2-7",54,"BOUCUR_45_1",259.602780060797,5.55915269378953,5.97816426545279,1,394.715110504076
"232","e1q2-7",55,"BOUCUR_45_1",394.715110504076,5.97816426545279,4.35762578321313,1,78.0715554104225
"233","e1q2-7",56,"BOUCUR_45_1",78.0715554104225,4.35762578321313,6.33522418683862,1,564.095851676141
"234","e1q2-7",58,"BOUCUR_45_1",564.095851676141,6.33522418683862,6.30109800296963,1,545.170180091418
"235","e1q2-7",59,"BOUCUR_45_1",545.170180091418,6.30109800296963,6.95304561038792,1,1046.3315987381
"236","e1q2-7",60,"BOUCUR_45_1",1046.3315987381,6.95304561038792,6.90345492878739,1,995.708883070988
"237","e1q2-7",61,"BOUCUR_45_1",995.708883070988,6.90345492878739,7.30192993155215,1,1483.15956368481
"238","e1q2-7",62,"BOUCUR_45_1",1483.15956368481,7.30192993155215,6.47492915186192,1,648.673268689538
"239","e1q2-7",63,"BOUCUR_45_1",648.673268689538,6.47492915186192,6.57222389300307,1,714.958066700682
"240","e1q2-7",64,"BOUCUR_45_1",714.958066700682,6.57222389300307,7.34045331012953,1,1541.41069239846
"241","e1q2-7",65,"BOUCUR_45_1",1541.41069239846,7.34045331012953,7.06335989162246,1,1168.36415533345
"242","e1q2-7",66,"BOUCUR_45_1",1168.36415533345,7.06335989162246,6.44937399787884,1,632.306343780286
"243","e1q2-7",67,"BOUCUR_45_1",632.306343780286,6.44937399787884,7.03151377205654,1,1131.74251433654
"245","e1q2-7",47,"BOUCUR_47_1",53.0837824764423,3.97187146684304,NA,0,NA
"246","e1q2-7",47,"BOUCUR_47_2",116.290920300847,4.75609498511702,NA,0,NA
"247","e1q2-7",48,"BOUCUR_48_1",3.0805212479802,1.12509881902383,3.0190176598465,1,20.471172149306
"248","e1q2-7",50,"BOUCUR_48_1",20.471172149306,3.0190176598465,NA,0,NA
"249","e1q2-7",48,"BOUCUR_48_2",68.0893317536375,4.22082054528366,3.01784122257436,1,20.4471032599304
"250","e1q2-7",50,"BOUCUR_48_2",20.4471032599304,3.01784122257436,3.81096804552373,1,45.1941677088979
"251","e1q2-7",51,"BOUCUR_48_2",45.1941677088979,3.81096804552373,3.00590278953363,1,20.2044482292537
"252","e1q2-7",53,"BOUCUR_48_2",20.2044482292537,3.00590278953363,2.74766132778969,1,15.6060916401855
"253","e1q2-7",54,"BOUCUR_48_2",15.6060916401855,2.74766132778969,4.22789985634265,1,68.5730675507433
"254","e1q2-7",55,"BOUCUR_48_2",68.5730675507433,4.22789985634265,3.42416252466534,1,30.6969261651103
"255","e1q2-7",56,"BOUCUR_48_2",30.6969261651103,3.42416252466534,2.85015652946748,1,17.2904880996522
"256","e1q2-7",58,"BOUCUR_48_2",17.2904880996522,2.85015652946748,4.89150672545501,1,133.154049578503
"257","e1q2-7",59,"BOUCUR_48_2",133.154049578503,4.89150672545501,5.33307580431804,1,207.073914481262
"258","e1q2-7",60,"BOUCUR_48_2",207.073914481262,5.33307580431804,5.38222926906564,1,217.506616132402
"259","e1q2-7",61,"BOUCUR_48_2",217.506616132402,5.38222926906564,5.16191301157847,1,174.497953115835
"260","e1q2-7",63,"BOUCUR_48_2",174.497953115835,5.16191301157847,3.30080653466752,1,27.1345150246077
"261","e1q2-7",64,"BOUCUR_48_2",27.1345150246077,3.30080653466752,2.88543524533626,1,17.911361735877
"262","e1q2-7",65,"BOUCUR_48_2",17.911361735877,2.88543524533626,NA,0,NA
"263","e1q2-7",50,"BOUCUR_50_1",3.99272071801401,1.3844728827384,NA,0,NA
"264","e1q2-7",51,"BOUCUR_51_1",18.963893901087,2.94253685027032,NA,0,NA
"265","e1q2-7",51,"BOUCUR_51_2",19.0095297364894,2.94494041850311,4.40032184689954,1,81.4770875935268
"266","e1q2-7",52,"BOUCUR_51_2",81.4770875935268,4.40032184689954,NA,0,NA
"267","e1q2-7",51,"BOUCUR_51_3",16.4032337014851,2.79747849231316,NA,0,NA
"268","e1q2-7",51,"BOUCUR_51_4",13.8120590191689,2.6255420525543,NA,0,NA
"269","e1q2-7",51,"BOUCUR_51_5",5.23989240679001,1.6563009650668,NA,0,NA
"270","e1q2-7",52,"BOUCUR_52_1",5.631529004057,1.72838098681766,NA,0,NA
"271","e1q2-7",53,"BOUCUR_53_1",19.3922645803775,2.96487425358392,NA,0,NA
"272","e1q2-7",53,"BOUCUR_53_2",92.1914272980963,4.52386714682642,NA,0,NA
"273","e1q2-7",57,"BOUCUR_57_1",31.75889019619,3.4581726923235,3.68210601518783,1,39.7299779642113
"274","e1q2-7",58,"BOUCUR_57_1",39.7299779642113,3.68210601518783,NA,0,NA
"275","e1q2-7",57,"BOUCUR_57_2",58.1288711614396,4.06266246231672,4.75540858420085,1,116.211125495357
"276","e1q2-7",58,"BOUCUR_57_2",116.211125495357,4.75540858420085,5.64050948410162,1,281.606155791955
"277","e1q2-7",59,"BOUCUR_57_2",281.606155791955,5.64050948410162,5.81415953083082,1,335.009714807788
"278","e1q2-7",60,"BOUCUR_57_2",335.009714807788,5.81415953083082,5.72338474897013,1,305.938698128643
"279","e1q2-7",61,"BOUCUR_57_2",305.938698128643,5.72338474897013,6.34997677384956,1,572.4794123663
"280","e1q2-7",62,"BOUCUR_57_2",572.4794123663,6.34997677384956,6.04717920076745,1,422.91837806394
"281","e1q2-7",63,"BOUCUR_57_2",422.91837806394,6.04717920076745,5.79914087938562,1,330.015914609019
"282","e1q2-7",64,"BOUCUR_57_2",330.015914609019,5.79914087938562,7.13481518945694,1,1254.90504764547
"283","e1q2-7",65,"BOUCUR_57_2",1254.90504764547,7.13481518945694,6.1507281415256,1,469.058803660322
"284","e1q2-7",66,"BOUCUR_57_2",469.058803660322,6.1507281415256,5.33294379576236,1,207.046580757074
"285","e1q2-7",67,"BOUCUR_57_2",207.046580757074,5.33294379576236,5.54275706327284,1,255.381131661849
"287","e1q2-7",59,"BOUCUR_59_1",15.2843779487155,2.72683125766909,3.39479491030393,1,29.8085394237045
